ticket_id,account,created_date,resolved_date,category,priority,status,resolution_hours,satisfaction_rating,agent_name
TKT-001098,Ron-tech,2017-07-08,,onboarding,low,open,,,Nicholas Carlson
TKT-001099,Rundofase,2017-10-04,2017-10-07,feature_request,medium,resolved,90.0,,Stephen Cowan
TKT-001100,Rundofase,2017-04-03,,account_management,low,open,,,Steven Howard
TKT-001101,Rundofase,2017-10-09,2017-10-15,technical,low,resolved,149.0,3.0,Travis Hull
TKT-001102,Rundofase,2017-01-06,2017-01-07,onboarding,medium,resolved,26.0,3.0,Darryl Acosta
TKT-001103,Rundofase,2017-11-02,2017-11-04,technical,medium,resolved,55.0,5.0,Nicholas Lawrence
TKT-001104,Rundofase,2017-10-04,2017-10-06,account_management,medium,resolved,50.0,,Jacob Santos
TKT-001105,Rundofase,2017-04-19,2017-04-19,technical,high,resolved,12.0,5.0,Shawn Scott
TKT-001106,Rundofase,2017-09-26,,account_management,critical,open,,,Amber Vang
TKT-001107,Rundofase,2017-11-29,2017-11-30,bug_report,high,resolved,27.0,5.0,Martha Smith
TKT-001108,Rundofase,2017-01-06,2017-01-09,billing,medium,resolved,79.0,2.0,Jennifer James
TKT-001109,Rundofase,2017-11-29,2017-11-29,billing,high,resolved,10.0,,Kara Hernandez
TKT-001110,Rundofase,2017-11-27,2017-11-27,feature_request,critical,resolved,7.0,,Lorraine Turner
TKT-001111,Rundofase,2017-12-17,2017-12-18,billing,high,resolved,30.0,3.0,Mary Nelson
TKT-001112,Rundofase,2017-05-24,2017-05-25,bug_report,low,resolved,34.0,4.0,Breanna Rivas
TKT-001113,Rundofase,2017-11-14,2017-11-14,technical,critical,resolved,6.0,,Nathan Wilson
TKT-001114,Rundofase,2017-02-13,2017-02-15,billing,medium,resolved,55.0,3.0,Brian Gonzalez
TKT-001115,Rundofase,2017-11-30,2017-12-03,technical,medium,resolved,76.0,,Dennis Mills
TKT-001116,Rundofase,2017-08-03,2017-08-09,technical,low,resolved,155.0,3.0,Michael Phillips
TKT-001117,Rundofase,2017-03-22,2017-03-28,account_management,low,resolved,153.0,,Jon Clark
TKT-001118,Rundofase,2017-02-12,2017-02-13,bug_report,medium,resolved,47.0,,Erin Smith
TKT-001119,Rundofase,2017-04-10,2017-04-15,account_management,low,resolved,125.0,,Susan Conley
TKT-001120,Rundofase,2017-12-03,2017-12-06,technical,medium,resolved,73.0,2.0,Brittany Davis
TKT-001121,Rundofase,2017-01-18,2017-01-20,account_management,low,resolved,67.0,4.0,Misty Garcia
TKT-001122,Rundofase,2017-10-25,,onboarding,medium,open,,,David Hinton
TKT-001123,Rundofase,2017-09-02,2017-09-06,billing,medium,resolved,112.0,3.0,John Garcia
TKT-001124,Rundofase,2017-04-15,2017-04-15,billing,critical,resolved,1.0,4.0,Andrew Roberts
TKT-001125,Rundofase,2017-12-10,,feature_request,high,escalated,,,Emily Rodgers
TKT-001126,Rundofase,2017-06-02,2017-06-02,onboarding,medium,resolved,23.0,5.0,Peter Williams
TKT-001127,Scotfind,2017-05-02,2017-05-04,technical,medium,resolved,60.0,4.0,Mary Jackson
TKT-001128,Scotfind,2017-06-21,2017-06-22,bug_report,high,resolved,24.0,3.0,Jeffrey Howell
TKT-001129,Scotfind,2017-08-02,2017-08-06,account_management,medium,resolved,107.0,,Anna Briggs
TKT-001130,Scotfind,2017-07-12,2017-07-12,technical,critical,resolved,4.0,,James Rivers
TKT-001131,Scotfind,2017-03-04,2017-03-04,technical,critical,resolved,3.0,5.0,James Jefferson
TKT-001132,Scotfind,2017-02-17,,onboarding,low,escalated,,,Mariah Robles
TKT-001133,Scotfind,2017-01-18,2017-01-22,billing,medium,resolved,100.0,,Michael Brown
TKT-001134,Scotfind,2017-01-03,2017-01-03,onboarding,high,resolved,17.0,5.0,Caitlin Perry
TKT-001135,Scotfind,2017-03-21,2017-03-25,technical,low,resolved,103.0,,Rebekah Gregory
TKT-001136,Scotfind,2017-04-30,2017-04-30,feature_request,critical,resolved,3.0,4.0,James Howard
TKT-001137,Scotfind,2017-04-01,2017-04-04,technical,medium,resolved,82.0,,Michael Roberson
TKT-001138,Scotfind,2017-12-24,2017-12-27,billing,low,resolved,92.0,,Bianca Knapp
TKT-001139,Scotfind,2017-01-12,2017-01-16,technical,low,resolved,115.0,,Jason Williams
TKT-001140,Scotfind,2017-04-20,2017-04-21,technical,medium,resolved,31.0,5.0,Ernest Bush
TKT-001141,Scotfind,2017-08-24,2017-08-27,technical,medium,resolved,84.0,,Patricia Ray
TKT-001142,Scotfind,2017-01-07,2017-01-07,account_management,high,resolved,15.0,,Vanessa Santiago
TKT-001143,Scotfind,2017-07-03,2017-07-03,technical,critical,resolved,3.0,4.0,Joseph Haynes
TKT-001144,Scotfind,2017-10-23,2017-10-25,feature_request,medium,resolved,48.0,,Matthew Wright
TKT-001145,Scottech,2017-09-02,,account_management,low,waiting_on_customer,,,Michael Cruz
TKT-001146,Scottech,2017-01-10,2017-01-12,technical,low,resolved,51.0,5.0,Kristin Huerta
TKT-001147,Scottech,2017-03-21,,onboarding,high,waiting_on_customer,,,Mason Moore
TKT-001148,Scottech,2017-06-04,2017-06-05,technical,high,resolved,38.0,5.0,Sarah Booth
TKT-001149,Scottech,2017-11-25,2017-11-26,billing,medium,resolved,30.0,,John Allen
TKT-001150,Scottech,2017-04-19,2017-04-23,billing,medium,resolved,112.0,,Amber Walker
TKT-001151,Scottech,2017-08-11,2017-08-20,onboarding,low,resolved,226.0,2.0,Jennifer Young
TKT-001152,Scottech,2017-04-30,2017-05-02,bug_report,medium,resolved,67.0,5.0,Robert West
TKT-001153,Scottech,2017-09-13,2017-09-22,billing,low,resolved,231.0,4.0,Jillian Wilson
TKT-001154,Scottech,2017-07-23,2017-07-29,technical,low,resolved,161.0,4.0,Matthew Garcia MD
TKT-001155,Scottech,2017-09-06,,feature_request,medium,waiting_on_customer,,,April Davis
TKT-001156,Scottech,2017-12-07,2017-12-10,feature_request,medium,resolved,73.0,1.0,Lisa Torres
TKT-001157,Scottech,2017-09-16,2017-09-17,onboarding,low,resolved,33.0,4.0,Christine Powers
TKT-001158,Scottech,2017-07-18,2017-07-19,technical,high,resolved,24.0,5.0,Heidi Brown
TKT-001159,Scottech,2017-09-08,,bug_report,medium,escalated,,,Jesse Castro
TKT-001160,Scottech,2017-07-31,2017-08-04,billing,medium,resolved,116.0,1.0,Kara Sandoval
TKT-001161,Scottech,2017-02-01,2017-02-09,onboarding,low,resolved,211.0,3.0,Ashley Malone
TKT-001162,Scottech,2017-04-18,2017-04-18,technical,high,resolved,17.0,5.0,Glenn Gallegos
TKT-001163,Scottech,2017-03-27,2017-03-28,technical,medium,resolved,27.0,4.0,Dorothy Boyd
TKT-001164,Scottech,2017-01-19,2017-01-22,feature_request,medium,resolved,87.0,,Amber Martin
TKT-001165,Silis,2017-05-01,2017-05-08,technical,low,resolved,170.0,3.0,Mitchell Griffith
TKT-001166,Silis,2017-02-04,2017-02-06,technical,medium,resolved,71.0,,Levi Lopez
TKT-001167,Silis,2017-06-09,2017-06-10,billing,medium,resolved,45.0,,Jenna Bryant
TKT-001168,Silis,2017-03-08,,billing,medium,escalated,,,Michelle Rodriguez
TKT-001169,Silis,2017-08-09,2017-08-10,account_management,medium,resolved,35.0,5.0,Timothy Monroe
TKT-001170,Silis,2017-07-18,2017-07-22,technical,low,resolved,115.0,3.0,Patricia Hayes
TKT-001171,Silis,2017-08-21,,account_management,medium,waiting_on_customer,,,Tina Taylor
TKT-001172,Silis,2017-02-11,2017-02-12,account_management,high,resolved,45.0,4.0,Mr. Anthony Mcconnell PhD
TKT-001173,Singletechno,2017-06-07,2017-06-12,feature_request,low,resolved,142.0,,Mr. Thomas Thompson
TKT-001174,Singletechno,2017-06-24,2017-06-26,billing,low,resolved,62.0,4.0,Monica Anderson
TKT-001175,Singletechno,2017-03-13,2017-03-13,technical,critical,resolved,1.0,5.0,Kyle Andrade
TKT-001176,Singletechno,2017-01-13,,billing,low,escalated,,,Janice Petty
TKT-001177,Singletechno,2017-12-19,2017-12-27,account_management,low,resolved,197.0,,Pamela Hill
TKT-001178,Singletechno,2017-05-04,,bug_report,critical,waiting_on_customer,,,Tracy Chavez
TKT-001179,Singletechno,2017-11-12,2017-11-12,billing,medium,resolved,13.0,,Jason Graves
TKT-001180,Singletechno,2017-09-25,2017-10-02,technical,low,resolved,182.0,,Elizabeth Miles
TKT-001181,Singletechno,2017-10-14,2017-10-19,technical,low,resolved,125.0,1.0,Michelle Walls
TKT-001182,Singletechno,2017-06-24,2017-06-28,bug_report,medium,resolved,114.0,1.0,Christina Weber
TKT-001183,Singletechno,2017-04-08,2017-04-09,technical,high,resolved,26.0,,Gregory Chambers
TKT-001184,Singletechno,2017-07-31,2017-08-02,onboarding,medium,resolved,71.0,,Miss Tina Gordon
TKT-001185,Singletechno,2017-04-10,,account_management,critical,open,,,Erica Wilson
TKT-001186,Singletechno,2017-12-29,,account_management,medium,escalated,,,John Duncan
TKT-001187,Singletechno,2017-06-11,2017-06-12,technical,medium,resolved,29.0,,Jennifer Adkins
TKT-001188,Singletechno,2017-12-15,2017-12-15,technical,medium,resolved,17.0,4.0,Donna Boone
TKT-001189,Singletechno,2017-10-11,2017-10-13,bug_report,medium,resolved,65.0,,Kelly Johnson
TKT-001190,Singletechno,2017-09-06,,billing,medium,waiting_on_customer,,,Michael Gonzalez
TKT-001191,Singletechno,2017-04-07,2017-04-07,technical,high,resolved,8.0,5.0,Candace Mitchell
TKT-001192,Sonron,2017-12-17,,technical,low,open,,,Ryan Vaughn
TKT-001193,Sonron,2017-09-01,,billing,medium,waiting_on_customer,,,Paul Johnson
TKT-001194,Sonron,2017-03-13,2017-03-13,account_management,critical,resolved,6.0,4.0,Ashley Parrish
TKT-001195,Sonron,2017-12-31,2017-12-31,technical,critical,resolved,1.0,5.0,Sharon Newton
TKT-001196,Sonron,2017-03-09,2017-03-10,technical,high,resolved,33.0,4.0,Cynthia Mueller
TKT-001197,Sonron,2017-12-11,2017-12-15,technical,medium,resolved,105.0,2.0,Donna Beck
TKT-001198,Sonron,2017-05-15,2017-05-20,technical,low,resolved,140.0,4.0,Jasmine Frye
TKT-001199,Sonron,2017-01-16,2017-01-17,technical,low,resolved,28.0,4.0,Emily Arnold
TKT-001200,Sonron,2017-09-30,2017-10-01,billing,low,resolved,24.0,,David Oliver
TKT-001201,Sonron,2017-11-24,2017-12-01,bug_report,low,resolved,189.0,,Sheila Greer
TKT-001202,Sonron,2017-04-21,,billing,high,escalated,,,Michele Holland
TKT-001203,Sonron,2017-09-07,2017-09-08,technical,medium,resolved,39.0,,Kimberly Morrison
TKT-001204,Sonron,2017-04-25,2017-04-25,billing,critical,resolved,1.0,4.0,Tracey Phillips
TKT-001205,Sonron,2017-07-06,,feature_request,medium,open,,,Michael Lopez
TKT-001206,Sonron,2017-10-08,,billing,medium,waiting_on_customer,,,Jose Bennett
TKT-001207,Sonron,2017-02-12,2017-02-15,technical,medium,resolved,90.0,,Justin Anderson
TKT-001208,Sonron,2017-03-04,,bug_report,low,open,,,Dawn Rivera
TKT-001209,Sonron,2017-02-17,2017-02-19,bug_report,medium,resolved,58.0,4.0,Brittney Hernandez
TKT-001210,Sonron,2017-04-24,2017-04-24,onboarding,medium,resolved,12.0,4.0,Anthony Randolph
TKT-001211,Sonron,2017-10-25,2017-11-03,billing,low,resolved,217.0,,Mary Henry
TKT-001212,Sonron,2017-04-03,2017-04-03,technical,critical,resolved,1.0,,Heather Bowers
TKT-001213,Sonron,2017-10-07,2017-10-07,bug_report,high,resolved,15.0,,Daniel White
TKT-001214,Sonron,2017-02-14,2017-02-18,technical,medium,resolved,113.0,,Jonathan Perry
TKT-001215,Sonron,2017-07-22,2017-07-22,technical,critical,resolved,3.0,4.0,Anna Walker
TKT-001216,Sonron,2017-03-02,2017-03-09,onboarding,low,resolved,185.0,3.0,Gary Ward
TKT-001217,Sonron,2017-12-22,2017-12-26,feature_request,low,resolved,118.0,1.0,Paul Moreno
TKT-001218,Stanredtax,2017-01-20,2017-01-21,account_management,high,resolved,32.0,5.0,Samantha Zavala MD
TKT-001219,Stanredtax,2017-06-11,2017-06-12,billing,high,resolved,46.0,4.0,Jill Conway
TKT-001220,Stanredtax,2017-11-24,2017-11-24,technical,critical,resolved,4.0,4.0,Lisa Haley
TKT-001221,Stanredtax,2017-09-25,2017-09-27,feature_request,low,resolved,48.0,3.0,Erica Moon
TKT-001222,Stanredtax,2017-04-01,2017-04-02,account_management,high,resolved,28.0,,Janice Fernandez
TKT-001223,Stanredtax,2017-11-20,2017-11-26,technical,low,resolved,167.0,,Thomas Short
TKT-001224,Stanredtax,2017-06-04,2017-06-04,account_management,medium,resolved,16.0,4.0,Robert Griffin
TKT-001225,Stanredtax,2017-01-20,2017-01-21,onboarding,high,resolved,27.0,,Steven Lee
TKT-001226,Stanredtax,2017-03-06,2017-03-06,technical,critical,resolved,4.0,,Tiffany Jackson
TKT-001227,Stanredtax,2017-12-03,,technical,low,waiting_on_customer,,,Kimberly Smith
TKT-001228,Stanredtax,2017-09-28,2017-09-30,billing,medium,resolved,61.0,,Michael Ayala
TKT-001229,Stanredtax,2017-08-02,,billing,low,open,,,Jessica Garcia
TKT-001230,Stanredtax,2017-10-11,2017-10-12,technical,medium,resolved,28.0,3.0,Michele Cherry
TKT-001231,Stanredtax,2017-11-26,2017-11-29,account_management,medium,resolved,82.0,2.0,Maria Case
TKT-001232,Stanredtax,2017-06-11,2017-06-11,feature_request,medium,resolved,22.0,5.0,Brittany Stevens
TKT-001233,Stanredtax,2017-02-16,2017-02-18,billing,low,resolved,69.0,3.0,Brandon Brown
TKT-001234,Stanredtax,2017-02-08,2017-02-09,account_management,medium,resolved,29.0,3.0,Kristin Andrews
TKT-001235,Stanredtax,2017-06-08,2017-06-09,onboarding,low,resolved,37.0,5.0,David Hughes
TKT-001236,Stanredtax,2017-01-29,2017-02-07,account_management,low,resolved,239.0,2.0,Jessica Smith
TKT-001237,Stanredtax,2017-03-24,2017-03-25,technical,medium,resolved,44.0,,Kimberly May
TKT-001238,Stanredtax,2017-01-14,2017-01-14,feature_request,high,resolved,20.0,,Nicole Richards
TKT-001239,Statholdings,2017-10-20,2017-10-20,technical,critical,resolved,2.0,5.0,Angel Reilly
TKT-001240,Statholdings,2017-06-02,2017-06-08,technical,low,resolved,152.0,,Richard Turner
TKT-001241,Statholdings,2017-08-25,2017-08-25,onboarding,critical,resolved,2.0,4.0,Preston Kim
TKT-001242,Statholdings,2017-06-11,2017-06-14,onboarding,medium,resolved,87.0,3.0,Matthew Wells
TKT-001243,Statholdings,2017-07-28,2017-07-30,technical,medium,resolved,56.0,,Brandy Myers
TKT-001244,Statholdings,2017-03-02,2017-03-02,onboarding,high,resolved,20.0,5.0,Kimberly Choi
TKT-001245,Statholdings,2017-02-05,2017-02-05,billing,critical,resolved,4.0,5.0,Michael Sloan
TKT-001246,Statholdings,2017-04-10,,onboarding,high,waiting_on_customer,,,Monica Brooks
TKT-001247,Statholdings,2017-10-22,2017-10-23,account_management,medium,resolved,34.0,,Kristen Peters
TKT-001248,Statholdings,2017-06-11,2017-06-12,billing,high,resolved,39.0,5.0,Aaron Carlson
TKT-001249,Statholdings,2017-01-14,2017-01-16,technical,medium,resolved,61.0,4.0,Theresa Torres
TKT-001250,Statholdings,2017-08-05,2017-08-05,bug_report,high,resolved,14.0,,Stephanie Cooper
TKT-001251,Statholdings,2017-03-17,2017-03-17,feature_request,critical,resolved,7.0,5.0,Matthew Hunt
TKT-001252,Statholdings,2017-08-15,2017-08-15,technical,medium,resolved,19.0,,Daniel Davenport
TKT-001253,Statholdings,2017-05-05,,technical,critical,waiting_on_customer,,,Christopher Marsh
TKT-001254,Statholdings,2017-06-12,2017-06-15,billing,medium,resolved,78.0,4.0,Sarah Randolph
TKT-001255,Statholdings,2017-06-17,2017-06-18,billing,medium,resolved,31.0,,Julia Dunn MD
TKT-001256,Statholdings,2017-01-29,2017-02-05,onboarding,low,resolved,169.0,1.0,Brett Swanson
TKT-001257,Statholdings,2017-12-30,2018-01-01,feature_request,medium,resolved,64.0,4.0,Mr. Carl Rios
TKT-001258,Statholdings,2017-05-06,2017-05-06,technical,critical,resolved,3.0,,Manuel Mccullough
TKT-001259,Statholdings,2017-05-04,2017-05-08,billing,medium,resolved,96.0,,Jerry Jensen
TKT-001260,Statholdings,2017-03-07,2017-03-07,onboarding,critical,resolved,2.0,,Kevin Cunningham
TKT-001261,Statholdings,2017-05-07,2017-05-10,onboarding,low,resolved,89.0,,Eugene Patterson
TKT-001262,Statholdings,2017-02-16,,billing,medium,open,,,David Walker
TKT-001263,Statholdings,2017-10-26,2017-10-29,technical,medium,resolved,77.0,3.0,Jessica Larsen
TKT-001264,Statholdings,2017-08-03,2017-08-03,feature_request,critical,resolved,7.0,5.0,Nicholas Humphrey
TKT-001265,Statholdings,2017-02-13,,billing,medium,escalated,,,Ian Torres
TKT-001266,Streethex,2017-09-24,2017-09-24,billing,medium,resolved,17.0,,Casey Obrien
TKT-001267,Streethex,2017-08-11,,technical,medium,waiting_on_customer,,,Shannon Taylor
TKT-001268,Streethex,2017-09-05,,feature_request,high,waiting_on_customer,,,Deborah Mercado
TKT-001269,Streethex,2017-04-27,2017-04-28,billing,high,resolved,35.0,4.0,Bernard Smith
TKT-001270,Streethex,2017-12-08,,feature_request,low,open,,,Amanda Perkins
TKT-001271,Streethex,2017-06-14,2017-06-18,billing,medium,resolved,112.0,3.0,Kevin Escobar
TKT-001272,Streethex,2017-06-05,2017-06-10,technical,low,resolved,131.0,3.0,Kimberly Lutz
TKT-001273,Streethex,2017-07-20,2017-07-29,billing,low,resolved,235.0,,Reginald Diaz
TKT-001274,Streethex,2017-05-19,2017-05-20,onboarding,low,resolved,29.0,5.0,Raymond Quinn
TKT-001275,Streethex,2017-11-10,2017-11-11,billing,high,resolved,38.0,,John Dixon
TKT-001276,Streethex,2017-06-21,2017-06-22,technical,medium,resolved,26.0,4.0,Jonathan Bates
TKT-001277,Streethex,2017-04-14,,feature_request,medium,escalated,,,Renee Mendez
TKT-001278,Streethex,2017-10-06,2017-10-07,onboarding,high,resolved,31.0,,Jose Griffin
TKT-001279,Streethex,2017-05-04,2017-05-05,billing,high,resolved,25.0,,Travis Hopkins
TKT-001280,Streethex,2017-12-25,2017-12-28,account_management,medium,resolved,95.0,3.0,Nancy Webb
TKT-001281,Streethex,2017-02-06,2017-02-07,onboarding,low,resolved,39.0,5.0,Daniel Freeman
TKT-001282,Streethex,2017-01-21,,technical,low,waiting_on_customer,,,Jacob Williams
TKT-001283,Streethex,2017-10-27,,onboarding,medium,open,,,Terry Ward
TKT-001284,Streethex,2017-03-04,2017-03-11,account_management,low,resolved,183.0,,Jesse Williams
TKT-001285,Sumace,2017-04-05,2017-04-09,feature_request,medium,resolved,98.0,2.0,Mrs. Michele Boyd
TKT-001286,Sumace,2017-11-10,2017-11-10,billing,critical,resolved,7.0,5.0,Sandy Baker
TKT-001287,Sumace,2017-04-30,2017-04-30,technical,critical,resolved,4.0,5.0,Carrie Valdez
TKT-001288,Sumace,2017-03-24,2017-03-25,technical,high,resolved,44.0,4.0,Matthew Houston
TKT-001289,Sumace,2017-11-11,2017-11-12,bug_report,high,resolved,31.0,3.0,Jamie Solomon
TKT-001290,Sumace,2017-01-14,,billing,high,waiting_on_customer,,,Heather Parrish
TKT-001291,Sumace,2017-08-23,2017-08-24,account_management,low,resolved,24.0,4.0,Mr. Larry Shaw
TKT-001292,Sumace,2017-07-01,2017-07-01,bug_report,medium,resolved,21.0,4.0,Christopher Jones
TKT-001293,Sumace,2017-06-16,2017-06-24,technical,low,resolved,196.0,,Christine Lopez
TKT-001294,Sumace,2017-01-05,2017-01-10,billing,low,resolved,131.0,4.0,Mitchell Wilson
TKT-001295,Sumace,2017-10-14,2017-10-15,billing,high,resolved,31.0,,Robert Cortez
TKT-001296,Sumace,2017-07-09,2017-07-11,feature_request,medium,resolved,59.0,,Mr. Daniel Martin
TKT-001297,Sumace,2017-04-09,2017-04-13,onboarding,medium,resolved,96.0,,Alison Williams
TKT-001298,Sumace,2017-12-22,2017-12-30,account_management,low,resolved,194.0,3.0,Candace Soto
TKT-001299,Sumace,2017-01-20,2017-01-20,technical,medium,resolved,12.0,,Kenneth Brown
TKT-001300,Sumace,2017-09-06,2017-09-09,feature_request,medium,resolved,77.0,,Christopher Mullen
TKT-001301,Sumace,2017-10-14,2017-10-15,technical,low,resolved,36.0,,Kristy Smith
TKT-001302,Sumace,2017-05-08,2017-05-12,feature_request,medium,resolved,101.0,,Mary Campbell
TKT-001303,Sumace,2017-05-23,,billing,high,escalated,,,Jerry Haney
TKT-001304,Sunnamplex,2017-12-15,2017-12-16,onboarding,low,resolved,30.0,4.0,Carolyn Greer
TKT-001305,Sunnamplex,2017-07-09,,bug_report,high,open,,,Rebecca Hoover
TKT-001306,Sunnamplex,2017-06-17,2017-06-18,technical,high,resolved,35.0,5.0,Matthew Baker
TKT-001307,Sunnamplex,2017-01-14,2017-01-21,billing,low,resolved,191.0,,Grace Chavez
TKT-001308,Sunnamplex,2017-06-02,2017-06-08,billing,low,resolved,150.0,,Crystal Cruz
TKT-001309,Sunnamplex,2017-01-04,2017-01-07,technical,medium,resolved,90.0,3.0,Dale Heath
TKT-001310,Sunnamplex,2017-04-27,,billing,critical,open,,,Jennifer Hernandez
TKT-001311,Sunnamplex,2017-05-13,,account_management,high,waiting_on_customer,,,John Mendez
TKT-001312,Sunnamplex,2017-10-02,,technical,medium,escalated,,,Richard Gordon
TKT-001313,Sunnamplex,2017-12-27,2017-12-28,billing,medium,resolved,32.0,5.0,John Anderson
TKT-001314,Sunnamplex,2017-05-18,2017-05-26,feature_request,low,resolved,193.0,2.0,Samantha Prince
TKT-001315,Sunnamplex,2017-01-19,2017-01-20,technical,high,resolved,35.0,3.0,Marie Boyd
TKT-001316,Sunnamplex,2017-09-07,,billing,medium,open,,,Andrew Moreno
TKT-001317,Sunnamplex,2017-12-09,2017-12-17,billing,low,resolved,193.0,2.0,Robert Clarke
TKT-001318,The New York Inquirer,2017-11-03,2017-11-08,technical,low,resolved,137.0,1.0,Kevin Figueroa
TKT-001319,The New York Inquirer,2017-12-03,2017-12-08,billing,low,resolved,140.0,2.0,Melissa Davis
TKT-001320,The New York Inquirer,2017-12-11,2017-12-13,feature_request,medium,resolved,51.0,,John Hall
TKT-001321,The New York Inquirer,2017-11-23,2017-11-30,billing,low,resolved,180.0,,Diane Mcdowell
TKT-001322,The New York Inquirer,2017-12-22,2017-12-26,billing,low,resolved,101.0,,Colin Fletcher
TKT-001323,The New York Inquirer,2017-06-22,2017-06-24,onboarding,medium,resolved,54.0,,Laura Wilson
TKT-001324,The New York Inquirer,2017-12-15,2017-12-24,technical,low,resolved,235.0,,Matthew Watts
TKT-001325,The New York Inquirer,2017-02-20,2017-02-23,billing,medium,resolved,85.0,,Jack Moore
TKT-001326,The New York Inquirer,2017-01-07,2017-01-09,feature_request,medium,resolved,60.0,5.0,Dawn Wyatt
TKT-001327,The New York Inquirer,2017-03-27,2017-03-27,account_management,critical,resolved,3.0,5.0,Jacob Hill
TKT-001328,The New York Inquirer,2017-11-02,2017-11-02,technical,critical,resolved,1.0,5.0,Nicole Gutierrez
TKT-001329,Toughzap,2017-04-20,,onboarding,critical,waiting_on_customer,,,Karen Wood
TKT-001330,Toughzap,2017-01-01,2017-01-03,account_management,low,resolved,65.0,4.0,Dawn Parker
TKT-001331,Toughzap,2017-03-27,2017-03-28,billing,medium,resolved,27.0,5.0,Michael Fitzgerald
TKT-001332,Toughzap,2017-04-14,2017-04-21,billing,low,resolved,186.0,3.0,Mary Adkins
TKT-001333,Toughzap,2017-05-01,2017-05-02,billing,medium,resolved,46.0,,Michael Martin
TKT-001334,Toughzap,2017-12-10,,account_management,high,escalated,,,James Morgan
TKT-001335,Toughzap,2017-10-16,2017-10-20,technical,medium,resolved,114.0,3.0,Melissa Mann
TKT-001336,Toughzap,2017-02-11,2017-02-11,onboarding,medium,resolved,23.0,4.0,Vincent Smith
TKT-001337,Toughzap,2017-08-07,,billing,high,open,,,Charles Frost
TKT-001338,Treequote,2017-03-05,2017-03-05,technical,critical,resolved,3.0,5.0,Austin Walker
TKT-001339,Treequote,2017-03-29,2017-03-31,technical,low,resolved,51.0,,Andrew Cruz
TKT-001340,Treequote,2017-10-11,,feature_request,medium,escalated,,,Miss Kelly Dawson
TKT-001341,Treequote,2017-11-25,2017-11-26,onboarding,high,resolved,47.0,3.0,Theresa Wilkins
TKT-001342,Treequote,2017-05-24,2017-05-30,bug_report,low,resolved,165.0,2.0,Jessica Harris
TKT-001343,Treequote,2017-11-27,2017-11-28,onboarding,high,resolved,39.0,,Regina Mitchell
TKT-001344,Treequote,2017-08-30,2017-09-04,bug_report,low,resolved,129.0,,Kyle Black
TKT-001345,Treequote,2017-12-16,2017-12-16,feature_request,high,resolved,8.0,5.0,Christopher Johnson
TKT-001346,Treequote,2017-10-07,2017-10-11,technical,medium,resolved,112.0,3.0,Aaron Moore
TKT-001347,Treequote,2017-07-19,2017-07-22,technical,low,resolved,77.0,3.0,Penny Gomez MD
TKT-001348,Treequote,2017-03-30,2017-04-04,technical,low,resolved,125.0,2.0,Kelly Mclaughlin
TKT-001349,Umbrella Corporation,2017-12-15,,technical,low,open,,,Brandon Mitchell
TKT-001350,Umbrella Corporation,2017-03-30,2017-03-30,technical,high,resolved,14.0,,Suzanne Bailey
TKT-001351,Umbrella Corporation,2017-07-19,2017-07-20,billing,medium,resolved,37.0,,Destiny Obrien
TKT-001352,Umbrella Corporation,2017-02-09,2017-02-10,onboarding,high,resolved,35.0,4.0,Timothy Andrews
TKT-001353,Umbrella Corporation,2017-09-08,2017-09-12,account_management,medium,resolved,113.0,,Jason Rodriguez
TKT-001354,Umbrella Corporation,2017-04-16,2017-04-17,technical,high,resolved,47.0,5.0,Edward Arroyo
TKT-001355,Umbrella Corporation,2017-12-21,2017-12-22,billing,high,resolved,44.0,,Tina Walter
TKT-001356,Umbrella Corporation,2017-10-11,2017-10-11,technical,critical,resolved,2.0,5.0,Laura Benson
TKT-001357,Umbrella Corporation,2017-11-14,2017-11-14,billing,critical,resolved,1.0,,Kristine Carrillo
TKT-001358,Umbrella Corporation,2017-03-31,2017-03-31,billing,critical,resolved,3.0,4.0,Tonya Ellis
TKT-001359,Umbrella Corporation,2017-08-31,,technical,medium,open,,,Kevin Johnson
TKT-001360,Umbrella Corporation,2017-11-20,2017-11-25,feature_request,low,resolved,133.0,,Austin Schultz
TKT-001361,Umbrella Corporation,2017-10-04,,feature_request,critical,waiting_on_customer,,,Megan Hall MD
TKT-001362,Umbrella Corporation,2017-09-04,2017-09-05,account_management,high,resolved,43.0,5.0,Kelli Smith
TKT-001363,Umbrella Corporation,2017-03-29,2017-03-29,billing,high,resolved,4.0,5.0,Danielle Davis
TKT-001364,Umbrella Corporation,2017-06-13,2017-06-22,technical,low,resolved,226.0,3.0,Samantha Jones
TKT-001365,Umbrella Corporation,2017-08-02,2017-08-04,bug_report,medium,resolved,53.0,,Karen Gomez
TKT-001366,Umbrella Corporation,2017-10-12,2017-10-13,billing,medium,resolved,28.0,4.0,Debra Valentine
TKT-001367,Umbrella Corporation,2017-03-30,2017-03-30,billing,critical,resolved,2.0,5.0,Susan Porter
TKT-001368,Umbrella Corporation,2017-09-04,,onboarding,low,waiting_on_customer,,,Nicolas Salas
TKT-001369,Umbrella Corporation,2017-04-09,,billing,low,open,,,Dale Wright
TKT-001370,Umbrella Corporation,2017-11-23,,account_management,low,waiting_on_customer,,,Brittney Rodriguez
TKT-001371,Umbrella Corporation,2017-06-29,2017-07-03,technical,medium,resolved,105.0,3.0,Megan Alvarado
