activity_id,opportunity_id,sales_agent,activity_type,activity_date,duration_minutes,outcome
ACT-000352,ONYNTUCG,Darcel Schlecht,meeting,2016-12-22,83,completed
ACT-000353,ONYNTUCG,Darcel Schlecht,call,2017-01-17,14,completed
ACT-000354,ONYNTUCG,Darcel Schlecht,email,2017-01-18,4,completed
ACT-000355,HIOHX80Y,Darcel Schlecht,email,2017-03-09,14,no_answer
ACT-000356,HIOHX80Y,Darcel Schlecht,email,2016-12-15,10,completed
ACT-000357,HIOHX80Y,Darcel Schlecht,email,2017-01-16,11,no_answer
ACT-000358,HIOHX80Y,Darcel Schlecht,email,2016-11-27,11,completed
ACT-000359,HIOHX80Y,Darcel Schlecht,email,2016-12-13,6,cancelled
ACT-000360,HIOHX80Y,Darcel Schlecht,email,2017-02-14,8,rescheduled
ACT-000361,HIOHX80Y,Darcel Schlecht,email,2017-01-14,12,completed
ACT-000362,F5U1ACDD,Kami Bicknell,email,2016-11-21,2,completed
ACT-000363,LPKT07PV,Boris Faz,email,2016-12-21,5,no_answer
ACT-000364,LPKT07PV,Boris Faz,follow_up,2016-12-22,8,completed
ACT-000365,LPKT07PV,Boris Faz,call,2017-01-07,5,rescheduled
ACT-000366,LPKT07PV,Boris Faz,demo,2016-12-02,103,completed
ACT-000367,LPKT07PV,Boris Faz,meeting,2016-11-21,86,completed
ACT-000368,LPKT07PV,Boris Faz,meeting,2017-01-25,65,completed
ACT-000369,LPKT07PV,Boris Faz,call,2017-02-24,15,completed
ACT-000370,WPB2SLIG,Donn Cantrell,call,2016-11-24,37,completed
ACT-000371,WPB2SLIG,Donn Cantrell,email,2017-02-13,3,cancelled
ACT-000372,WPB2SLIG,Donn Cantrell,call,2017-02-11,18,rescheduled
ACT-000373,WPB2SLIG,Donn Cantrell,email,2016-11-27,14,completed
ACT-000374,XUSUEAV7,Elease Gluck,email,2017-01-27,5,completed
ACT-000375,XUSUEAV7,Elease Gluck,call,2016-11-29,20,completed
ACT-000376,XUSUEAV7,Elease Gluck,call,2016-12-15,31,completed
ACT-000377,XUSUEAV7,Elease Gluck,call,2017-03-07,6,no_answer
ACT-000378,XUSUEAV7,Elease Gluck,email,2016-11-25,11,completed
ACT-000379,XUSUEAV7,Elease Gluck,call,2017-01-17,8,completed
ACT-000380,XUSUEAV7,Elease Gluck,call,2017-01-17,26,completed
ACT-000381,XUSUEAV7,Elease Gluck,call,2017-01-03,13,completed
ACT-000382,XUSUEAV7,Elease Gluck,meeting,2017-01-31,46,completed
ACT-000383,XUSUEAV7,Elease Gluck,email,2017-02-01,7,completed
ACT-000384,XUSUEAV7,Elease Gluck,call,2017-02-20,30,completed
ACT-000385,XUSUEAV7,Elease Gluck,call,2016-12-31,44,no_answer
ACT-000386,ZZY4516R,Hayden Neloms,email,2016-12-22,6,completed
ACT-000387,ZZY4516R,Hayden Neloms,call,2016-12-22,34,completed
ACT-000388,ZZY4516R,Hayden Neloms,demo,2016-12-25,94,completed
ACT-000389,ZZY4516R,Hayden Neloms,email,2017-01-04,10,rescheduled
ACT-000390,3TYPII47,Kami Bicknell,meeting,2017-02-09,75,completed
ACT-000391,3TYPII47,Kami Bicknell,email,2017-03-01,5,completed
ACT-000392,3TYPII47,Kami Bicknell,email,2017-02-04,8,no_answer
ACT-000393,3TYPII47,Kami Bicknell,email,2017-02-05,10,completed
ACT-000394,3TYPII47,Kami Bicknell,demo,2017-02-01,76,no_answer
ACT-000395,3TYPII47,Kami Bicknell,email,2016-11-20,13,completed
ACT-000396,3TYPII47,Kami Bicknell,meeting,2016-12-21,63,completed
ACT-000397,3TYPII47,Kami Bicknell,demo,2017-02-12,51,rescheduled
ACT-000398,3TYPII47,Kami Bicknell,meeting,2016-12-31,81,completed
ACT-000399,3TYPII47,Kami Bicknell,email,2016-12-26,5,rescheduled
ACT-000400,3TYPII47,Kami Bicknell,call,2017-02-28,34,completed
ACT-000401,3TYPII47,Kami Bicknell,meeting,2016-12-21,50,completed
ACT-000402,7WAX8Z8O,Lajuana Vencill,email,2017-02-05,7,cancelled
ACT-000403,7WAX8Z8O,Lajuana Vencill,email,2016-11-28,2,no_answer
ACT-000404,7WAX8Z8O,Lajuana Vencill,email,2017-01-23,3,rescheduled
ACT-000405,7WAX8Z8O,Lajuana Vencill,call,2017-01-06,33,completed
ACT-000406,MYDUMR3R,Lajuana Vencill,meeting,2016-12-15,67,completed
ACT-000407,MYDUMR3R,Lajuana Vencill,email,2017-01-01,14,completed
ACT-000408,MYDUMR3R,Lajuana Vencill,call,2016-12-17,5,completed
ACT-000409,MYDUMR3R,Lajuana Vencill,email,2016-12-18,3,completed
ACT-000410,MYDUMR3R,Lajuana Vencill,email,2017-03-03,3,completed
ACT-000411,MYDUMR3R,Lajuana Vencill,call,2017-01-15,22,cancelled
ACT-000412,MYDUMR3R,Lajuana Vencill,follow_up,2016-12-09,5,completed
ACT-000413,MYDUMR3R,Lajuana Vencill,call,2017-01-22,8,rescheduled
ACT-000414,0DRC1U9Q,Maureen Marcano,call,2016-11-21,13,completed
ACT-000415,0DRC1U9Q,Maureen Marcano,meeting,2016-12-25,59,completed
ACT-000416,0DRC1U9Q,Maureen Marcano,email,2016-12-06,4,completed
ACT-000417,37JFKD4I,Niesha Huffines,email,2016-12-18,8,rescheduled
ACT-000418,37JFKD4I,Niesha Huffines,meeting,2017-02-13,25,completed
ACT-000419,37JFKD4I,Niesha Huffines,email,2017-01-17,14,completed
ACT-000420,37JFKD4I,Niesha Huffines,call,2017-02-08,16,completed
ACT-000421,37JFKD4I,Niesha Huffines,call,2016-12-27,42,completed
ACT-000422,37JFKD4I,Niesha Huffines,email,2017-02-23,11,completed
ACT-000423,37JFKD4I,Niesha Huffines,meeting,2017-02-06,47,completed
ACT-000424,37JFKD4I,Niesha Huffines,email,2017-01-21,14,completed
ACT-000425,37JFKD4I,Niesha Huffines,call,2017-01-04,29,no_answer
ACT-000426,25YKPHX8,Donn Cantrell,call,2017-03-04,6,completed
ACT-000427,25YKPHX8,Donn Cantrell,email,2016-12-28,5,completed
ACT-000428,25YKPHX8,Donn Cantrell,email,2017-02-19,14,completed
ACT-000429,25YKPHX8,Donn Cantrell,email,2017-01-07,7,no_answer
ACT-000430,25YKPHX8,Donn Cantrell,email,2016-12-22,12,rescheduled
ACT-000431,25YKPHX8,Donn Cantrell,email,2016-11-30,5,no_answer
ACT-000432,25YKPHX8,Donn Cantrell,call,2017-01-02,27,completed
ACT-000433,25YKPHX8,Donn Cantrell,call,2016-12-18,9,completed
ACT-000434,25YKPHX8,Donn Cantrell,meeting,2017-03-18,39,rescheduled
ACT-000435,25YKPHX8,Donn Cantrell,call,2017-01-20,22,completed
ACT-000436,BXXMA7F3,Hayden Neloms,call,2017-01-18,14,completed
ACT-000437,BXXMA7F3,Hayden Neloms,email,2016-11-24,9,completed
ACT-000438,GIUUTBXM,Kary Hendrixson,call,2016-12-10,19,completed
ACT-000439,GIUUTBXM,Kary Hendrixson,demo,2017-01-15,66,completed
ACT-000440,GIUUTBXM,Kary Hendrixson,email,2016-12-26,12,completed
ACT-000441,GIUUTBXM,Kary Hendrixson,email,2017-02-18,5,completed
ACT-000442,GIUUTBXM,Kary Hendrixson,follow_up,2017-01-04,11,cancelled
ACT-000443,MFX2LR1Q,Lajuana Vencill,meeting,2016-12-27,34,no_answer
ACT-000444,MFX2LR1Q,Lajuana Vencill,meeting,2017-01-23,25,completed
ACT-000445,MFX2LR1Q,Lajuana Vencill,call,2016-12-24,42,completed
ACT-000446,MFX2LR1Q,Lajuana Vencill,follow_up,2016-11-23,14,completed
ACT-000447,MFX2LR1Q,Lajuana Vencill,email,2017-03-04,9,completed
ACT-000448,MFX2LR1Q,Lajuana Vencill,email,2017-01-08,14,completed
ACT-000449,MFX2LR1Q,Lajuana Vencill,email,2017-01-23,9,completed
ACT-000450,DUHE9FLY,Marty Freudenburg,call,2017-01-23,28,completed
ACT-000451,DUHE9FLY,Marty Freudenburg,email,2017-02-23,10,completed
ACT-000452,DUHE9FLY,Marty Freudenburg,call,2016-12-08,21,completed
ACT-000453,DUHE9FLY,Marty Freudenburg,call,2016-12-29,44,no_answer
ACT-000454,DUHE9FLY,Marty Freudenburg,call,2017-01-22,23,no_answer
ACT-000455,DUHE9FLY,Marty Freudenburg,email,2016-12-06,5,cancelled
ACT-000456,DUHE9FLY,Marty Freudenburg,call,2016-11-26,30,cancelled
ACT-000457,DUHE9FLY,Marty Freudenburg,email,2017-01-31,12,completed
ACT-000458,96BSG7R1,Zane Levy,demo,2017-02-26,101,completed
ACT-000459,96BSG7R1,Zane Levy,demo,2017-02-27,88,completed
ACT-000460,96BSG7R1,Zane Levy,email,2017-02-17,6,completed
ACT-000461,96BSG7R1,Zane Levy,meeting,2017-01-01,68,completed
ACT-000462,96BSG7R1,Zane Levy,email,2017-02-05,11,completed
ACT-000463,96BSG7R1,Zane Levy,meeting,2017-02-18,42,completed
ACT-000464,7FQMSWIX,Corliss Cosme,call,2017-02-11,17,completed
ACT-000465,7FQMSWIX,Corliss Cosme,email,2016-12-31,10,rescheduled
ACT-000466,7FQMSWIX,Corliss Cosme,meeting,2016-11-30,89,completed
ACT-000467,7FQMSWIX,Corliss Cosme,call,2016-12-03,12,completed
ACT-000468,7FQMSWIX,Corliss Cosme,email,2017-01-02,12,completed
ACT-000469,7FQMSWIX,Corliss Cosme,meeting,2017-02-22,70,completed
ACT-000470,7FQMSWIX,Corliss Cosme,email,2017-01-24,9,completed
ACT-000471,7FQMSWIX,Corliss Cosme,call,2017-01-26,43,completed
ACT-000472,7FQMSWIX,Corliss Cosme,email,2017-03-03,7,completed
ACT-000473,C20AVXN7,Darcel Schlecht,call,2017-01-18,40,completed
ACT-000474,C20AVXN7,Darcel Schlecht,email,2017-01-16,2,rescheduled
ACT-000475,C20AVXN7,Darcel Schlecht,demo,2017-02-01,56,completed
ACT-000476,C20AVXN7,Darcel Schlecht,call,2017-01-16,18,completed
ACT-000477,C20AVXN7,Darcel Schlecht,demo,2017-03-07,112,completed
ACT-000478,C20AVXN7,Darcel Schlecht,meeting,2017-01-27,49,completed
ACT-000479,C20AVXN7,Darcel Schlecht,call,2016-12-17,35,rescheduled
ACT-000480,GS1QVWCR,Kami Bicknell,email,2017-03-13,10,no_answer
ACT-000481,GS1QVWCR,Kami Bicknell,email,2017-03-17,11,completed
ACT-000482,GS1QVWCR,Kami Bicknell,email,2017-03-08,8,completed
ACT-000483,GS1QVWCR,Kami Bicknell,email,2016-12-31,10,completed
ACT-000484,GS1QVWCR,Kami Bicknell,email,2017-01-15,12,no_answer
ACT-000485,GS1QVWCR,Kami Bicknell,email,2017-03-05,12,completed
ACT-000486,GS1QVWCR,Kami Bicknell,meeting,2017-03-26,87,completed
ACT-000487,GS1QVWCR,Kami Bicknell,email,2016-12-22,13,cancelled
ACT-000488,GS1QVWCR,Kami Bicknell,email,2017-03-30,11,completed
ACT-000489,GS1QVWCR,Kami Bicknell,email,2016-11-29,2,completed
ACT-000490,ZWH8FXY3,Marty Freudenburg,email,2016-12-26,9,completed
ACT-000491,ZWH8FXY3,Marty Freudenburg,email,2016-12-26,6,completed
ACT-000492,ZWH8FXY3,Marty Freudenburg,email,2016-11-26,7,completed
ACT-000493,ZWH8FXY3,Marty Freudenburg,meeting,2016-12-05,33,completed
ACT-000494,ZWH8FXY3,Marty Freudenburg,email,2016-12-26,4,completed
ACT-000495,ZWH8FXY3,Marty Freudenburg,call,2016-12-15,11,completed
ACT-000496,ZWH8FXY3,Marty Freudenburg,call,2016-12-04,19,no_answer
ACT-000497,ZWH8FXY3,Marty Freudenburg,email,2017-01-22,11,completed
ACT-000498,ZWH8FXY3,Marty Freudenburg,demo,2016-12-15,95,completed
ACT-000499,2U94Y3Q9,Rosie Papadopoulos,email,2017-03-16,14,completed
ACT-000500,2U94Y3Q9,Rosie Papadopoulos,meeting,2017-01-29,57,completed
ACT-000501,2U94Y3Q9,Rosie Papadopoulos,meeting,2017-01-16,37,no_answer
ACT-000502,2U94Y3Q9,Rosie Papadopoulos,call,2016-12-31,41,completed
ACT-000503,2U94Y3Q9,Rosie Papadopoulos,email,2017-01-23,12,completed
ACT-000504,AAR79NOO,Versie Hillebrand,meeting,2016-11-26,49,completed
ACT-000505,AAR79NOO,Versie Hillebrand,call,2016-12-02,7,completed
ACT-000506,AAR79NOO,Versie Hillebrand,email,2017-02-26,12,completed
ACT-000507,AAR79NOO,Versie Hillebrand,email,2017-02-16,13,no_answer
ACT-000508,AAR79NOO,Versie Hillebrand,email,2017-01-18,10,completed
ACT-000509,AAR79NOO,Versie Hillebrand,meeting,2017-02-14,78,rescheduled
ACT-000510,B6B0PNR2,Vicki Laflamme,email,2017-01-14,2,completed
ACT-000511,B6B0PNR2,Vicki Laflamme,email,2017-01-07,11,cancelled
ACT-000512,B6B0PNR2,Vicki Laflamme,email,2016-11-23,12,completed
ACT-000513,B6B0PNR2,Vicki Laflamme,email,2017-01-23,13,completed
ACT-000514,B6B0PNR2,Vicki Laflamme,email,2017-02-14,11,rescheduled
ACT-000515,M7I5O9YU,Corliss Cosme,email,2016-12-08,8,completed
ACT-000516,M7I5O9YU,Corliss Cosme,email,2016-12-11,6,completed
ACT-000517,M7I5O9YU,Corliss Cosme,email,2016-11-24,3,completed
ACT-000518,LXZA2OSZ,Corliss Cosme,email,2016-12-05,7,completed
ACT-000519,LXZA2OSZ,Corliss Cosme,call,2016-12-11,19,completed
ACT-000520,LXZA2OSZ,Corliss Cosme,email,2017-01-11,5,completed
ACT-000521,LXZA2OSZ,Corliss Cosme,email,2016-12-26,10,no_answer
ACT-000522,LXZA2OSZ,Corliss Cosme,call,2016-12-27,35,completed
ACT-000523,N0ONCYVZ,Donn Cantrell,call,2016-11-24,21,completed
ACT-000524,N0ONCYVZ,Donn Cantrell,call,2016-12-23,15,no_answer
ACT-000525,N0ONCYVZ,Donn Cantrell,call,2017-02-25,32,no_answer
ACT-000526,GYB4W2AU,Elease Gluck,email,2016-11-26,11,cancelled
ACT-000527,GYB4W2AU,Elease Gluck,email,2016-11-25,11,completed
ACT-000528,GYB4W2AU,Elease Gluck,email,2016-12-22,13,completed
ACT-000529,GYB4W2AU,Elease Gluck,call,2016-12-05,41,completed
ACT-000530,513DPFX5,Gladys Colclough,call,2016-12-24,16,completed
ACT-000531,513DPFX5,Gladys Colclough,email,2016-12-02,3,completed
ACT-000532,513DPFX5,Gladys Colclough,email,2016-12-28,12,completed
ACT-000533,513DPFX5,Gladys Colclough,meeting,2016-12-07,38,completed
ACT-000534,513DPFX5,Gladys Colclough,email,2016-12-10,3,cancelled
ACT-000535,RU023K5W,Gladys Colclough,meeting,2017-02-08,70,no_answer
ACT-000536,RU023K5W,Gladys Colclough,demo,2016-12-12,88,completed
ACT-000537,RU023K5W,Gladys Colclough,email,2017-03-06,8,rescheduled
ACT-000538,RU023K5W,Gladys Colclough,call,2017-02-17,36,no_answer
ACT-000539,RU023K5W,Gladys Colclough,call,2017-03-13,31,completed
ACT-000540,RU023K5W,Gladys Colclough,email,2017-02-13,8,rescheduled
ACT-000541,RU023K5W,Gladys Colclough,email,2016-12-21,10,cancelled
ACT-000542,RU023K5W,Gladys Colclough,email,2017-02-21,8,no_answer
ACT-000543,RU023K5W,Gladys Colclough,email,2017-01-15,14,completed
ACT-000544,VDIU10RV,Markita Hansen,email,2016-11-23,14,completed
ACT-000545,VDIU10RV,Markita Hansen,call,2016-11-25,31,rescheduled
ACT-000546,VDIU10RV,Markita Hansen,follow_up,2017-01-15,17,completed
ACT-000547,BZCBQ514,Markita Hansen,email,2017-01-04,5,completed
ACT-000548,BZCBQ514,Markita Hansen,call,2016-12-15,13,completed
ACT-000549,BZCBQ514,Markita Hansen,call,2016-12-04,18,no_answer
ACT-000550,BZCBQ514,Markita Hansen,call,2016-12-30,10,cancelled
ACT-000551,BZCBQ514,Markita Hansen,call,2017-02-02,11,completed
ACT-000552,BZCBQ514,Markita Hansen,meeting,2016-12-18,60,completed
ACT-000553,BZCBQ514,Markita Hansen,meeting,2017-02-19,89,completed
ACT-000554,BZCBQ514,Markita Hansen,email,2016-12-03,10,cancelled
ACT-000555,BZCBQ514,Markita Hansen,meeting,2016-12-18,50,completed
ACT-000556,HEE6P0QH,Anna Snelling,call,2017-01-29,33,rescheduled
ACT-000557,HEE6P0QH,Anna Snelling,email,2017-01-13,12,no_answer
ACT-000558,HEE6P0QH,Anna Snelling,demo,2017-02-12,86,completed
ACT-000559,HEE6P0QH,Anna Snelling,email,2017-01-12,5,completed
ACT-000560,L8CHRJ2B,Cassey Cress,call,2017-01-05,5,completed
ACT-000561,L8CHRJ2B,Cassey Cress,email,2016-12-01,4,completed
ACT-000562,L8CHRJ2B,Cassey Cress,email,2016-12-21,4,completed
ACT-000563,L8CHRJ2B,Cassey Cress,meeting,2017-01-08,44,no_answer
ACT-000564,L8CHRJ2B,Cassey Cress,meeting,2016-12-05,67,completed
ACT-000565,L8CHRJ2B,Cassey Cress,follow_up,2017-02-21,10,no_answer
ACT-000566,L8CHRJ2B,Cassey Cress,call,2016-12-12,34,no_answer
ACT-000567,579LZ3F9,Daniell Hammack,meeting,2016-12-02,47,completed
ACT-000568,579LZ3F9,Daniell Hammack,call,2016-12-11,22,no_answer
ACT-000569,579LZ3F9,Daniell Hammack,meeting,2016-12-24,82,no_answer
ACT-000570,SU8JNMP4,Kami Bicknell,email,2016-12-02,6,completed
ACT-000571,SU8JNMP4,Kami Bicknell,email,2016-11-29,8,completed
ACT-000572,V2X2KMUR,Kami Bicknell,email,2016-12-22,4,completed
ACT-000573,V2X2KMUR,Kami Bicknell,email,2016-12-05,14,completed
ACT-000574,V2X2KMUR,Kami Bicknell,email,2017-03-25,5,completed
ACT-000575,V2X2KMUR,Kami Bicknell,follow_up,2017-02-08,9,completed
ACT-000576,V2X2KMUR,Kami Bicknell,demo,2017-01-03,30,rescheduled
ACT-000577,V2X2KMUR,Kami Bicknell,call,2017-03-13,29,no_answer
ACT-000578,V2X2KMUR,Kami Bicknell,call,2017-03-13,40,completed
ACT-000579,V2X2KMUR,Kami Bicknell,email,2017-01-05,14,completed
ACT-000580,V2X2KMUR,Kami Bicknell,email,2017-02-27,2,completed
ACT-000581,V2X2KMUR,Kami Bicknell,email,2016-12-17,14,completed
ACT-000582,AJIPJP75,Marty Freudenburg,call,2017-01-07,17,completed
ACT-000583,AJIPJP75,Marty Freudenburg,meeting,2016-12-19,79,cancelled
ACT-000584,AJIPJP75,Marty Freudenburg,email,2016-12-16,4,no_answer
ACT-000585,NYVA2G6U,Versie Hillebrand,demo,2017-01-11,109,completed
ACT-000586,NYVA2G6U,Versie Hillebrand,call,2017-02-18,20,completed
ACT-000587,NYVA2G6U,Versie Hillebrand,demo,2017-01-17,94,completed
ACT-000588,NYVA2G6U,Versie Hillebrand,call,2017-01-26,27,completed
ACT-000589,NYVA2G6U,Versie Hillebrand,email,2017-02-10,10,completed
ACT-000590,NYVA2G6U,Versie Hillebrand,email,2017-01-09,11,completed
ACT-000591,NYVA2G6U,Versie Hillebrand,meeting,2017-01-19,59,completed
ACT-000592,FF45BXTL,Vicki Laflamme,email,2017-03-21,2,completed
ACT-000593,FF45BXTL,Vicki Laflamme,email,2017-03-24,7,completed
ACT-000594,FF45BXTL,Vicki Laflamme,call,2017-03-20,23,completed
ACT-000595,FF45BXTL,Vicki Laflamme,call,2017-02-19,40,rescheduled
ACT-000596,FF45BXTL,Vicki Laflamme,call,2017-03-10,33,completed
ACT-000597,FF45BXTL,Vicki Laflamme,call,2017-02-04,37,no_answer
ACT-000598,FF45BXTL,Vicki Laflamme,email,2016-12-11,14,completed
ACT-000599,FF45BXTL,Vicki Laflamme,call,2017-01-01,34,completed
ACT-000600,TTA9LYBS,Anna Snelling,meeting,2017-01-26,40,completed
ACT-000601,TTA9LYBS,Anna Snelling,call,2017-01-15,24,completed
ACT-000602,TTA9LYBS,Anna Snelling,email,2017-02-06,10,completed
ACT-000603,TTA9LYBS,Anna Snelling,email,2017-02-26,4,completed
ACT-000604,TTA9LYBS,Anna Snelling,email,2016-12-06,13,completed
ACT-000605,TTA9LYBS,Anna Snelling,email,2017-01-23,9,completed
ACT-000606,TTA9LYBS,Anna Snelling,meeting,2017-02-01,64,completed
ACT-000607,PAGZQH8L,Cecily Lampkin,call,2016-12-19,32,completed
ACT-000608,PAGZQH8L,Cecily Lampkin,call,2017-02-16,26,rescheduled
ACT-000609,PAGZQH8L,Cecily Lampkin,meeting,2017-02-20,69,completed
ACT-000610,PAGZQH8L,Cecily Lampkin,email,2017-03-04,4,completed
ACT-000611,PAGZQH8L,Cecily Lampkin,meeting,2017-02-12,77,rescheduled
ACT-000612,J7YF6DS7,Corliss Cosme,email,2016-12-30,9,completed
ACT-000613,J7YF6DS7,Corliss Cosme,call,2017-02-07,38,rescheduled
ACT-000614,J7YF6DS7,Corliss Cosme,email,2017-02-10,6,completed
ACT-000615,J7YF6DS7,Corliss Cosme,meeting,2017-01-22,43,completed
ACT-000616,J7YF6DS7,Corliss Cosme,call,2017-01-31,44,completed
ACT-000617,S5IXY4Z9,Corliss Cosme,email,2017-02-03,10,completed
ACT-000618,S5IXY4Z9,Corliss Cosme,call,2017-01-22,9,completed
ACT-000619,S5IXY4Z9,Corliss Cosme,call,2016-12-08,35,completed
ACT-000620,S5IXY4Z9,Corliss Cosme,demo,2017-02-11,108,completed
ACT-000621,S5IXY4Z9,Corliss Cosme,email,2017-02-09,9,completed
ACT-000622,S5IXY4Z9,Corliss Cosme,email,2016-12-28,13,completed
ACT-000623,S5IXY4Z9,Corliss Cosme,email,2017-02-23,2,rescheduled
ACT-000624,S5IXY4Z9,Corliss Cosme,call,2017-01-13,21,completed
ACT-000625,S5IXY4Z9,Corliss Cosme,call,2017-03-02,43,completed
ACT-000626,JQBJMETQ,Darcel Schlecht,call,2017-03-08,6,completed
ACT-000627,JQBJMETQ,Darcel Schlecht,call,2017-01-01,22,no_answer
ACT-000628,JQBJMETQ,Darcel Schlecht,call,2016-11-28,31,no_answer
ACT-000629,JQBJMETQ,Darcel Schlecht,call,2017-03-09,10,completed
ACT-000630,JQBJMETQ,Darcel Schlecht,email,2017-03-10,2,no_answer
ACT-000631,JQBJMETQ,Darcel Schlecht,call,2017-01-06,21,completed
ACT-000632,JQBJMETQ,Darcel Schlecht,meeting,2017-01-30,54,rescheduled
ACT-000633,JQBJMETQ,Darcel Schlecht,meeting,2017-01-12,35,rescheduled
ACT-000634,0LVWSWEW,Violet Mclelland,meeting,2017-01-19,41,completed
ACT-000635,0LVWSWEW,Violet Mclelland,call,2016-12-18,23,completed
ACT-000636,0LVWSWEW,Violet Mclelland,meeting,2017-02-25,55,no_answer
ACT-000637,0LVWSWEW,Violet Mclelland,email,2016-12-24,8,no_answer
ACT-000638,0LVWSWEW,Violet Mclelland,call,2016-12-16,23,rescheduled
ACT-000639,0LVWSWEW,Violet Mclelland,meeting,2016-11-25,51,completed
ACT-000640,K53BC1T9,Anna Snelling,email,2016-12-11,14,no_answer
ACT-000641,K53BC1T9,Anna Snelling,demo,2017-01-28,73,completed
ACT-000642,K53BC1T9,Anna Snelling,email,2016-12-29,5,completed
ACT-000643,K53BC1T9,Anna Snelling,call,2017-02-14,26,completed
ACT-000644,K53BC1T9,Anna Snelling,email,2017-03-22,4,completed
ACT-000645,K53BC1T9,Anna Snelling,email,2016-12-21,13,completed
ACT-000646,D40N5I9Y,Darcel Schlecht,email,2017-02-02,8,completed
ACT-000647,D40N5I9Y,Darcel Schlecht,call,2016-12-30,33,rescheduled
ACT-000648,D40N5I9Y,Darcel Schlecht,meeting,2016-11-28,15,completed
ACT-000649,D40N5I9Y,Darcel Schlecht,email,2016-12-01,8,completed
ACT-000650,D40N5I9Y,Darcel Schlecht,call,2017-01-27,16,completed
ACT-000651,D40N5I9Y,Darcel Schlecht,meeting,2017-01-26,50,completed
ACT-000652,D40N5I9Y,Darcel Schlecht,email,2017-02-20,11,completed
ACT-000653,D40N5I9Y,Darcel Schlecht,email,2017-01-02,9,no_answer
ACT-000654,D40N5I9Y,Darcel Schlecht,call,2017-03-01,13,completed
ACT-000655,D40N5I9Y,Darcel Schlecht,email,2017-02-27,12,completed
ACT-000656,D40N5I9Y,Darcel Schlecht,call,2016-12-13,41,completed
ACT-000657,D40N5I9Y,Darcel Schlecht,email,2017-01-13,5,completed
ACT-000658,051QTX8Z,Niesha Huffines,email,2016-12-14,11,cancelled
ACT-000659,051QTX8Z,Niesha Huffines,meeting,2017-02-15,56,completed
ACT-000660,051QTX8Z,Niesha Huffines,meeting,2017-02-09,86,rescheduled
ACT-000661,051QTX8Z,Niesha Huffines,email,2016-12-02,5,completed
ACT-000662,051QTX8Z,Niesha Huffines,email,2016-12-05,11,completed
ACT-000663,051QTX8Z,Niesha Huffines,call,2017-02-04,30,completed
ACT-000664,051QTX8Z,Niesha Huffines,demo,2017-01-31,31,no_answer
ACT-000665,051QTX8Z,Niesha Huffines,meeting,2017-01-13,27,completed
ACT-000666,5D2XH04S,Reed Clapper,email,2016-12-23,9,completed
ACT-000667,5D2XH04S,Reed Clapper,meeting,2017-02-14,34,completed
ACT-000668,5D2XH04S,Reed Clapper,call,2016-12-07,18,rescheduled
ACT-000669,5D2XH04S,Reed Clapper,call,2016-12-01,26,completed
ACT-000670,5D2XH04S,Reed Clapper,call,2017-01-12,31,no_answer
ACT-000671,5D2XH04S,Reed Clapper,email,2016-12-06,4,completed
ACT-000672,5D2XH04S,Reed Clapper,email,2016-11-28,2,no_answer
ACT-000673,5D2XH04S,Reed Clapper,call,2017-03-11,18,completed
ACT-000674,V9E582SK,Garret Kinder,email,2016-12-30,11,completed
ACT-000675,V9E582SK,Garret Kinder,email,2016-11-30,3,completed
ACT-000676,V9E582SK,Garret Kinder,meeting,2016-12-08,22,completed
ACT-000677,V9E582SK,Garret Kinder,call,2016-12-08,15,completed
ACT-000678,V9E582SK,Garret Kinder,email,2017-02-27,14,completed
ACT-000679,V9E582SK,Garret Kinder,meeting,2017-01-04,23,no_answer
ACT-000680,V9E582SK,Garret Kinder,call,2017-01-26,14,completed
ACT-000681,V9E582SK,Garret Kinder,call,2017-01-03,12,completed
ACT-000682,V9E582SK,Garret Kinder,meeting,2017-01-24,62,completed
ACT-000683,V9E582SK,Garret Kinder,email,2017-01-17,11,completed
ACT-000684,UK0LEZRJ,Kary Hendrixson,email,2017-02-21,8,completed
ACT-000685,UK0LEZRJ,Kary Hendrixson,email,2016-12-29,5,completed
ACT-000686,UK0LEZRJ,Kary Hendrixson,email,2017-02-06,13,rescheduled
ACT-000687,UK0LEZRJ,Kary Hendrixson,meeting,2017-02-24,82,completed
ACT-000688,UK0LEZRJ,Kary Hendrixson,meeting,2017-01-23,79,completed
ACT-000689,UK0LEZRJ,Kary Hendrixson,email,2016-12-04,6,completed
ACT-000690,UK0LEZRJ,Kary Hendrixson,meeting,2016-11-29,16,cancelled
